STATE,CONSTITUENCY,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,TOTAL VOTES,TOTAL ELECTORS,ASSETS,LIABILITIES
Nagaland,NAGALAND,1,106,Globe,1,0,62.0,3,4,500510,1213777,128117474,18600000
Nagaland,NAGALAND,0,3,Hand,1,0,75.0,3,8,484166,1213777,370159329,0
Nagaland,NAGALAND,0,35,Book,1,0,38.0,3,2,14997,1213777,1265882,0
Tamil Nadu,NAGAPATTINAM,1,8,Ears of Corn And Sickle,1,0,63.0,2,1,522892,1303649,4572837,1251381
Tamil Nadu,NAGAPATTINAM,0,29,Two Leaves,1,0,41.0,2,2,311539,1303649,18492618,1429090
Tamil Nadu,NAGAPATTINAM,0,18,Gift Pack,2,2,36.0,2,4,70307,1303649,793540,0
Tamil Nadu,NAGAPATTINAM,0,27,Ganna Kisan,2,0,25.0,2,8,51448,1303649,119000,55400
Tamil Nadu,NAGAPATTINAM,0,28,Battery Torch,1,0,61.0,2,8,14503,1303649,6839043,97731
Telangana,NAGARKURNOOL,1,2,Car,1,0,66.0,2,4,499672,1588111,10778684,0
Telangana,NAGARKURNOOL,0,3,Hand,1,4,68.0,2,8,309924,1588111,265782483,18800000
Telangana,NAGARKURNOOL,0,1,Lotus,2,0,43.0,2,2,129021,1588111,51701683,886328
Telangana,NAGARKURNOOL,0,4,Elephant,1,0,53.0,2,6,12474,1588111,775000,0
Telangana,NAGARKURNOOL,0,18,Gas Stove,1,0,45.0,2,6,9912,1588111,925000,32000
Rajasthan,NAGAUR,1,107,Tyres,1,0,47.0,1,8,660051,1933169,4218568,0
Rajasthan,NAGAUR,0,3,Hand,2,0,47.0,1,8,478791,1933169,650650190,97090675
Rajasthan,NAGAUR,0,18,Truck,2,0,41.0,1,2,12785,1933169,8324000,1200000
Uttar Pradesh,NAGINA,1,4,Elephant,1,1,55.0,2,1,568378,1586117,28659644,9062600
Uttar Pradesh,NAGINA,0,1,Lotus,1,0,56.0,2,2,401546,1586117,66352887,900000
Uttar Pradesh,NAGINA,0,3,Hand,2,0,69.0,2,6,20046,1586117,37158570,0
Maharashtra,NAGPUR,1,1,Lotus,1,4,62.0,1,8,660221,2161096,187916075,40729055
Maharashtra,NAGPUR,0,3,Hand,1,4,56.0,1,1,444212,2161096,22160504,1155060
Maharashtra,NAGPUR,0,4,Elephant,1,0,47.0,1,6,31725,2161096,175000,0
Maharashtra,NAGPUR,0,6,Cup & Saucer,1,0,47.0,2,4,26128,2161096,4197060,0
Uttarakhand,NAINITAL-UDHAMSINGH NAGAR,1,1,Lotus,1,0,57.0,1,8,772195,1828433,19699529,0
Uttarakhand,NAINITAL-UDHAMSINGH NAGAR,0,3,Hand,1,1,71.0,1,8,433099,1828433,56735244,10712888
Uttarakhand,NAINITAL-UDHAMSINGH NAGAR,0,4,Elephant,1,0,46.0,1,8,28455,1828433,0,35352263
Bihar,NALANDA,1,46,Arrow,1,0,60.0,1,1,540888,2114809,29251651,2712389
Bihar,NALANDA,0,39,Telephone,1,0,46.0,1,1,284751,2114809,56786845,1129071
Bihar,NALANDA,0,108,Tractor Chalata Kisan,1,0,61.0,2,11,21276,2114809,4514580,1925
Bihar,NALANDA,0,32,Saw,1,0,60.0,1,2,16346,2114809,3273000,0
Bihar,NALANDA,0,4,Elephant,1,0,33.0,1,6,12675,2114809,2562000,0
Bihar,NALANDA,0,18,Battery Torch,1,0,33.0,2,4,11964,2114809,592000,0
Telangana,NALGONDA,1,3,Hand,1,4,55.0,1,4,526028,1585980,31501349,1200000
Telangana,NALGONDA,0,2,Car,1,0,63.0,1,2,500346,1585980,943184220,208178829
Telangana,NALGONDA,0,1,Lotus,1,0,61.0,1,1,52709,1585980,184577651,21781741
Telangana,NALGONDA,0,8,"Hammer, Sickle and Star",2,1,45.0,1,8,25089,1585980,49866261,8538884
Tamil Nadu,NAMAKKAL,1,25,Rising Sun,1,0,54.0,1,4,626293,1413599,485205173,18642484
Tamil Nadu,NAMAKKAL,0,29,Two Leaves,1,0,70.0,1,6,361142,1413599,116009849,4281652
Tamil Nadu,NAMAKKAL,0,27,Ganna Kisan,1,0,44.0,1,3,38531,1413599,19918500,137800000
Tamil Nadu,NAMAKKAL,0,28,Battery Torch,1,0,57.0,1,4,30947,1413599,6280106,260000
Tamil Nadu,NAMAKKAL,0,18,Gift Pack,1,0,54.0,1,1,23347,1413599,36680249,3531974
Maharashtra,NANDED,1,1,Lotus,1,0,57.0,1,1,486806,1719322,52178606,594000
Maharashtra,NANDED,0,3,Hand,1,3,60.0,1,2,446658,1719322,500037964,48525290
Maharashtra,NANDED,0,6,Cup & Saucer,1,0,42.0,1,3,166196,1719322,8817999,2050000
Maharashtra,NANDURBAR,1,1,Lotus,2,0,31.0,3,2,639136,1871099,271634532,15291251
Maharashtra,NANDURBAR,0,3,Hand,1,0,61.0,3,2,543507,1871099,45236068,3237933
Maharashtra,NANDURBAR,0,6,Cup & Saucer,1,0,33.0,3,2,25702,1871099,7030314,3500000
Maharashtra,NANDURBAR,0,18,Bat,1,0,58.0,3,8,13820,1871099,42504576,5933112
Andhra Pradesh,NANDYAL,1,13,Ceiling Fan,1,1,60.0,1,2,720888,1603220,585932911,177035582
Andhra Pradesh,NANDYAL,0,14,Bicycle,1,0,57.0,1,8,470769,1603220,348903562,68693655
Andhra Pradesh,NANDYAL,0,15,Glass Tumbler,1,1,69.0,1,4,38871,1603220,333760526,9594811
Andhra Pradesh,NANDYAL,0,3,Hand,1,0,33.0,1,2,14420,1603220,3305200,877441
Andhra Pradesh,NARASARAOPET,1,13,Ceiling Fan,1,0,35.0,1,8,745557,1670391,177710073,10142413
Andhra Pradesh,NARASARAOPET,0,14,Bicycle,1,0,75.0,1,4,591555,1670391,437940180,1233171
Andhra Pradesh,NARASARAOPET,0,15,Glass Tumbler,1,0,52.0,1,1,51008,1670391,55264531,5468120
Andhra Pradesh,NARASARAOPET,0,1,Lotus,1,0,64.0,1,4,15486,1670391,391360844,22561506
Andhra Pradesh,NARSAPURAM,1,13,Ceiling Fan,1,3,57.0,1,2,449234,1439691,3259405378,1014467354
Andhra Pradesh,NARSAPURAM,0,14,Bicycle,1,1,48.0,1,4,416558,1439691,60940339,0
Andhra Pradesh,NARSAPURAM,0,15,Glass Tumbler,1,0,58.0,1,8,250802,1439691,367820773,21678798
Andhra Pradesh,NARSAPURAM,0,3,Hand,1,1,71.0,1,6,13941,1439691,143319558,0
Andhra Pradesh,NARSAPURAM,0,1,Lotus,1,3,59.0,1,1,12414,1439691,22392505,1242976
Maharashtra,NASHIK,1,19,Bow and Arrow,1,1,48.0,1,5,563599,1885064,146869996,41083126
Maharashtra,NASHIK,0,5,Clock,1,16,45.0,1,6,271395,1885064,654659863,130481204
Maharashtra,NASHIK,0,18,Tractor Chalata Kisan,1,1,61.0,1,8,134527,1885064,214414506,46737153
Maharashtra,NASHIK,0,6,Cup & Saucer,1,8,38.0,1,5,109981,1885064,9091869,0
Gujarat,NAVSARI,1,1,Lotus,1,1,64.0,1,6,972739,1971658,446044269,56846658
Gujarat,NAVSARI,0,3,Hand,1,0,47.0,1,1,283071,1971658,31846750,1659481
Bihar,NAWADA,1,73,Bungalow,1,2,36.0,1,4,495684,1899747,176720167,4722200
Bihar,NAWADA,0,30,Hurricane Lamp,2,0,53.0,1,9,347612,1899747,118431743,4849749
Bihar,NAWADA,0,18,Helicopter,1,0,33.0,1,4,14934,1899747,6288351,600000
Bihar,NAWADA,0,4,Elephant,1,0,67.0,1,4,11403,1899747,43439000,0
Andhra Pradesh,NELLORE,1,13,Ceiling Fan,1,0,70.0,1,1,683830,1672845,2211663364,152281255
Andhra Pradesh,NELLORE,0,14,Bicycle,1,0,60.0,1,4,535259,1672845,1654392880,680973688
Andhra Pradesh,NELLORE,0,8,"Hammer, Sickle and Star",1,2,67.0,1,6,18830,1672845,2353200,240000
NCT OF Delhi,NEW DELHI,1,1,Lotus,2,0,51.0,1,8,504206,1617470,361441689,7938378
NCT OF Delhi,NEW DELHI,0,3,Hand,1,0,55.0,1,2,247702,1617470,245732926,0
NCT OF Delhi,NEW DELHI,0,20,Broom,1,0,43.0,1,4,150342,1617470,9594156,3285554
Tamil Nadu,NILGIRIS,1,25,Rising Sun,1,6,55.0,2,8,547832,1366060,49591024,1424914
Tamil Nadu,NILGIRIS,0,29,Two Leaves,1,0,59.0,2,4,342009,1366060,12467318,0
Tamil Nadu,NILGIRIS,0,28,Battery Torch,1,0,55.0,2,8,41169,1366060,56013763,810218
Tamil Nadu,NILGIRIS,0,18,Gift Pack,1,0,66.0,2,2,40419,1366060,56129105,0
Telangana,NIZAMABAD,1,1,Lotus,1,1,43.0,1,2,480584,1553385,876930468,337580746
Telangana,NIZAMABAD,0,2,Car,2,2,41.0,1,8,409709,1553385,179382394,90723181
Telangana,NIZAMABAD,0,3,Hand,1,1,61.0,1,2,69240,1553385,362049049,3509798
NCT OF Delhi,NORTH EAST DELHI,1,1,Lotus,1,3,47.0,1,2,787799,2290492,242817031,13618755
NCT OF Delhi,NORTH EAST DELHI,0,3,Hand,2,0,81.0,1,2,421697,2290492,49285773,0
NCT OF Delhi,NORTH EAST DELHI,0,20,Broom,1,1,38.0,1,2,190856,2290492,5433393,0
NCT OF Delhi,NORTH EAST DELHI,0,4,Elephant,1,0,43.0,1,1,37831,2290492,92354028,40746162
Goa,NORTH GOA,1,1,Lotus,1,0,66.0,1,4,244844,556761,65795623,1491387
Goa,NORTH GOA,0,3,Hand,1,0,52.0,1,2,164597,556761,14393879,1758927
Goa,NORTH GOA,0,20,Broom,1,0,59.0,1,4,4756,556761,19819040,0
NCT OF Delhi,NORTH WEST DELHI,1,1,Lotus,1,0,57.0,2,6,848663,2378995,130937732,47897494
NCT OF Delhi,NORTH WEST DELHI,0,20,Broom,1,0,70.0,2,7,294766,2378995,12853787,0
NCT OF Delhi,NORTH WEST DELHI,0,3,Hand,1,0,53.0,2,2,236882,2378995,44456251,79000
Assam,NOWGONG,1,3,Hand,1,0,59.0,1,2,739724,1794648,74143272,4011152
Assam,NOWGONG,0,1,Lotus,1,0,46.0,1,4,722972,1794648,62717347,7224404
Andhra Pradesh,ONGOLE,1,13,Ceiling Fan,1,0,65.0,1,4,739202,1556469,266583686,91302133
Andhra Pradesh,ONGOLE,0,14,Bicycle,1,0,61.0,1,4,524351,1556469,916836770,129414369
Andhra Pradesh,ONGOLE,0,15,Glass Tumbler,1,0,49.0,1,8,29379,1556469,13866784,2472903
Maharashtra,OSMANABAD,1,19,Bow and Arrow,1,4,35.0,1,1,596640,1889740,50299295,10045858
Maharashtra,OSMANABAD,0,5,Clock,1,4,47.0,1,8,469074,1889740,412022397,101327317
Maharashtra,OSMANABAD,0,6,Cup & Saucer,1,3,39.0,1,7,98579,1889740,45000,1100000
Manipur,OUTER MANIPUR,1,109,Cock,1,0,59.0,3,8,363527,1022099,13709352,0
Manipur,OUTER MANIPUR,0,1,Lotus,1,0,36.0,3,1,289745,1022099,16891558,0
Manipur,OUTER MANIPUR,0,3,Hand,1,2,56.0,3,4,152510,1022099,129198371,21839605
Manipur,OUTER MANIPUR,0,35,Book,1,0,64.0,3,1,30726,1022099,6663739,575332
Manipur,OUTER MANIPUR,0,76,Walking Stick,1,0,43.0,3,2,12211,1022099,13563720,0
Kerala,PALAKKAD,1,3,Hand,1,7,49.0,1,4,399274,1323010,6356399,2709000
Kerala,PALAKKAD,0,8,"Hammer, Sickle and Star",1,10,48.0,1,2,387637,1323010,16762314,651136
Kerala,PALAKKAD,0,1,Lotus,1,10,48.0,1,4,218556,1323010,11298644,1448919
Jharkhand,PALAMAU,1,1,Lotus,1,0,68.0,2,4,755659,1881441,32273873,90922
Jharkhand,PALAMAU,0,30,Hurricane Lamp,1,5,51.0,2,4,278053,1881441,15227170,793697
Jharkhand,PALAMAU,0,4,Elephant,2,0,47.0,2,7,53597,1881441,12484775,2512110
Jharkhand,PALAMAU,0,18,Cup & Saucer,1,1,40.0,2,6,19491,1881441,1750038,0
Jharkhand,PALAMAU,0,18,BELT,1,0,28.0,2,1,13961,1881441,2116596,0
Jharkhand,PALAMAU,0,18,Basket containing Fruits,1,1,65.0,2,4,13097,1881441,6801000,50000
Jharkhand,PALAMAU,0,110,Tractor Chalata Kisan,1,0,33.0,2,6,13047,1881441,3787000,75000
Maharashtra,PALGHAR,1,19,Bow and Arrow,1,0,51.0,3,4,580479,1885600,87616920,30223375
Maharashtra,PALGHAR,0,111,Auto- Rickshaw,1,3,63.0,3,7,491596,1885600,20285716,0
Maharashtra,PALGHAR,0,18,BUCKET,1,1,55.0,3,7,13932,1885600,752000,0
Maharashtra,PALGHAR,0,6,Key,1,2,34.0,3,11,13728,1885600,5790689,0
Maharashtra,PALGHAR,0,4,Elephant,1,0,43.0,3,7,13446,1885600,840700,0
Rajasthan,PALI,1,1,Lotus,1,0,65.0,1,8,900149,2161663,385111923,7278041
Rajasthan,PALI,0,3,Hand,1,0,69.0,1,9,418552,2161663,232556672,49047253
Gujarat,PANCHMAHAL,1,1,Lotus,1,0,59.0,1,8,732136,1744762,10260663,1081611
Gujarat,PANCHMAHAL,0,3,Hand,1,2,68.0,1,7,303595,1744762,33436760,600000
Maharashtra,PARBHANI,1,19,Bow and Arrow,1,6,52.0,1,6,538941,1985228,41040011,4519583
Maharashtra,PARBHANI,0,5,Clock,1,0,39.0,1,4,496742,1985228,52628119,4678811
Maharashtra,PARBHANI,0,6,Cup & Saucer,1,1,37.0,1,4,149946,1985228,19410000,0
Maharashtra,PARBHANI,0,8,Ears of Corn And Sickle,1,15,52.0,1,4,17095,1985228,5854206,990000
Bihar,PASCHIM CHAMPARAN,1,1,Lotus,1,5,54.0,1,2,603706,1633824,199404885,67370030
Bihar,PASCHIM CHAMPARAN,0,80,Ceiling Fan,1,5,41.0,1,1,309800,1633824,144190332,24507384
Bihar,PASCHIM CHAMPARAN,0,4,Elephant,1,2,39.0,1,6,11427,1633824,3137201,1887232
Bihar,PASCHIM CHAMPARAN,0,18,Cauliflower,1,1,39.0,1,6,10801,1633824,948960,71325
Bihar,PATALIPUTRA,1,1,Lotus,1,0,58.0,1,4,509557,1925479,29213467,1717310
Bihar,PATALIPUTRA,0,30,Hurricane Lamp,2,4,42.0,1,8,470236,1925479,75613265,985079
Bihar,PATALIPUTRA,0,4,Elephant,1,0,46.0,1,4,14045,1925479,4803883,863000
Gujarat,PATAN,1,1,Lotus,1,0,64.0,1,4,633368,1807043,47373221,5613860
Gujarat,PATAN,0,3,Hand,1,0,62.0,1,6,439489,1807043,22136618,0
Kerala,PATHANAMTHITTA,1,3,Hand,1,1,62.0,1,4,380927,1382741,6075876,7723227
Kerala,PATHANAMTHITTA,0,8,"Hammer, Sickle and Star",2,0,42.0,1,2,336684,1382741,20179396,6643517
Kerala,PATHANAMTHITTA,0,1,Lotus,1,240,49.0,1,4,297396,1382741,4044300,1308799
Punjab,PATIALA,1,3,Hand,2,0,74.0,1,4,532027,1739600,635973757,42453369
Punjab,PATIALA,0,21,Scales,1,1,68.0,1,4,369309,1739600,184375011,6709821
Punjab,PATIALA,0,112,Mike,1,0,68.0,1,2,161645,1739600,44984048,110000
Punjab,PATIALA,0,20,Broom,2,0,47.0,1,4,56877,1739600,65098945,17876777
Bihar,PATNA SAHIB,1,1,Lotus,1,0,64.0,1,2,607506,2146008,235275591,0
Bihar,PATNA SAHIB,0,3,Hand,1,2,73.0,1,4,322849,2146008,1935459756,284863762
Telangana,PEDDAPALLE,1,2,Car,1,0,42.0,2,3,441321,1479091,16597300,0
Telangana,PEDDAPALLE,0,3,Hand,1,0,60.0,2,8,346141,1479091,63320000,5000000
Telangana,PEDDAPALLE,0,1,Lotus,1,0,52.0,2,2,92606,1479091,11933904,3730368
Telangana,PEDDAPALLE,0,18,Road Roller,1,0,42.0,2,6,18219,1479091,720540,0
Telangana,PEDDAPALLE,0,4,Elephant,1,0,36.0,2,8,10203,1479091,765220,0
Tamil Nadu,PERAMBALUR,1,25,Rising Sun,1,2,77.0,1,2,683697,1391853,972730368,65935070
Tamil Nadu,PERAMBALUR,0,29,Two Leaves,1,0,55.0,1,8,280179,1391853,100798649,29580175
Tamil Nadu,PERAMBALUR,0,27,Ganna Kisan,2,0,36.0,1,2,53545,1391853,311000,0
Tamil Nadu,PERAMBALUR,0,18,Gift Pack,1,5,58.0,1,2,45591,1391853,62444127,19100000
Uttar Pradesh,PHULPUR,1,1,Lotus,2,2,62.0,1,2,544701,2010477,172707104,6505194
Uttar Pradesh,PHULPUR,0,12,Bicycle,1,0,58.0,1,4,372733,2010477,9986599,0
Uttar Pradesh,PHULPUR,0,3,Hand,1,1,38.0,1,4,32761,2010477,38223599,0
Uttar Pradesh,PILIBHIT,1,1,Lotus,1,0,39.0,1,2,704549,1761207,603200539,28952800
Uttar Pradesh,PILIBHIT,0,12,Bicycle,1,1,43.0,1,4,448922,1761207,10931313,645587
Tamil Nadu,POLLACHI,1,25,Rising Sun,1,0,49.0,1,8,554230,1520504,133109284,13360639
Tamil Nadu,POLLACHI,0,29,Two Leaves,1,0,47.0,1,2,378347,1520504,313473295,68668270
Tamil Nadu,POLLACHI,0,28,Battery Torch,2,0,40.0,1,8,59693,1520504,99775631,900000
Tamil Nadu,POLLACHI,0,27,Ganna Kisan,2,0,35.0,1,5,31483,1520504,584781,0
Tamil Nadu,POLLACHI,0,18,Gift Pack,1,0,49.0,1,4,26663,1520504,151116580,8389361
Kerala,PONNANI,1,98,Ladder,1,0,72.0,1,6,521824,1356803,8103274,0
Kerala,PONNANI,0,18,Scissors,1,0,51.0,1,12,328551,1356803,0,0
Kerala,PONNANI,0,1,Lotus,2,7,61.0,1,2,110603,1356803,24482797,0
Kerala,PONNANI,0,58,Auto- Rickshaw,1,1,40.0,1,8,18124,1356803,2985000,0
Kerala,PONNANI,0,18,CUTTING PLIERS,2,0,36.0,1,6,16288,1356803,2400,0
Gujarat,PORBANDAR,1,1,Lotus,1,0,57.0,1,6,563881,1662368,357564783,217944697
Gujarat,PORBANDAR,0,3,Hand,1,2,57.0,1,1,334058,1662368,23284746,509206
Gujarat,PORBANDAR,0,4,Elephant,1,0,44.0,1,7,10092,1662368,300000,358662
Uttar Pradesh,PRATAPGARH,1,1,Lotus,1,2,48.0,1,7,436291,1708759,248789514,8895225
Uttar Pradesh,PRATAPGARH,0,4,Elephant,1,1,45.0,1,4,318539,1708759,3746721,7260000
Uttar Pradesh,PRATAPGARH,0,3,Hand,2,6,57.0,1,4,77096,1708759,362051733,1008000
Uttar Pradesh,PRATAPGARH,0,85,Football Player,1,4,51.0,1,7,46963,1708759,156138084,46218245
Puducherry,PUDUCHERRY,1,3,Hand,1,0,68.0,1,4,444981,973410,108015548,520989
Puducherry,PUDUCHERRY,0,113,Jug,1,0,29.0,1,2,247956,973410,83719044,12739010
Puducherry,PUDUCHERRY,0,28,Battery Torch,1,0,72.0,1,8,38068,973410,393586982,28820830
Puducherry,PUDUCHERRY,0,27,Ganna Kisan,2,0,30.0,1,12,22857,973410,0,0
Maharashtra,PUNE,1,1,Lotus,1,1,68.0,1,4,632835,2075824,57959302,1793891
Maharashtra,PUNE,0,3,Hand,1,6,62.0,1,6,308207,2075824,67624702,35212523
Maharashtra,PUNE,0,6,Cup & Saucer,1,1,35.0,1,1,64793,2075824,18703428,0
Odisha,PURI,1,37,Conch,1,0,59.0,1,8,538321,1562331,1174701344,21932742
Odisha,PURI,0,1,Lotus,1,1,45.0,1,2,526607,1562331,7202976,1197946
Odisha,PURI,0,3,Hand,1,4,51.0,1,2,44734,1562331,13257059,138069
Bihar,PURNIA,1,46,Arrow,1,1,43.0,1,1,632924,1765312,41036294,2500000
Bihar,PURNIA,0,3,Hand,1,2,66.0,1,1,369463,1765312,3418643970,715792024
Bihar,PURNIA,0,18,Coat,1,0,32.0,1,1,31795,1765312,601416,0
Bihar,PURNIA,0,18,Pan,1,0,29.0,1,5,21374,1765312,458449,0
Bihar,PURNIA,0,4,Elephant,1,1,49.0,3,4,16537,1765312,61497000,700000
West Bengal,PURULIA,1,1,Lotus,1,2,34.0,1,8,668107,1645884,2250540,456100
West Bengal,PURULIA,0,10,Flowers and Grass,1,0,56.0,1,8,463375,1645884,17024599,1716993
West Bengal,PURULIA,0,3,Hand,1,8,58.0,1,2,84477,1645884,5330178,609500
West Bengal,PURULIA,0,48,Lion,1,1,73.0,1,2,68434,1645884,17909890,0
Bihar,PURVI CHAMPARAN,1,1,Lotus,1,1,69.0,1,4,577787,1658672,33791375,1146627
Bihar,PURVI CHAMPARAN,0,80,Ceiling Fan,1,0,27.0,1,12,284139,1658672,0,0
Bihar,PURVI CHAMPARAN,0,114,Ganna Kisan,1,1,30.0,1,7,17741,1658672,2595500,77904
Bihar,PURVI CHAMPARAN,0,32,Saw,2,0,42.0,1,9,14027,1658672,210000,0
Bihar,PURVI CHAMPARAN,0,108,Helicopter,1,1,34.0,2,7,12080,1658672,2597200,0
Bihar,PURVI CHAMPARAN,0,8,Ears of Corn And Sickle,1,1,55.0,1,1,10274,1658672,290251911,367711
Uttar Pradesh,RAE BARELI,1,3,Hand,2,1,72.0,1,5,534918,1702248,118263916,0
Uttar Pradesh,RAE BARELI,0,1,Lotus,1,3,51.0,1,4,367740,1702248,29676192,972748
Karnataka,RAICHUR,1,1,Lotus,1,0,62.0,3,8,598337,1928204,30638375,678532
Karnataka,RAICHUR,0,3,Hand,1,1,53.0,3,8,480621,1928204,101129729,5703400
Karnataka,RAICHUR,0,4,Elephant,1,0,37.0,3,8,13830,1928204,1706000,0
Maharashtra,RAIGAD,1,5,Clock,1,0,64.0,1,5,486968,1652965,127487277,3221073
Maharashtra,RAIGAD,0,19,Bow and Arrow,1,0,67.0,1,6,455530,1652965,54422110,21341268
Maharashtra,RAIGAD,0,6,Cup & Saucer,2,0,61.0,1,11,23196,1652965,11042707,519330
Maharashtra,RAIGAD,0,18,Air Conditioner,1,0,50.0,1,6,12265,1652965,2862500,0
West Bengal,RAIGANJ,1,1,Lotus,2,2,48.0,1,2,511652,1601220,6139123,823416
West Bengal,RAIGANJ,0,10,Flowers and Grass,1,4,64.0,1,2,451078,1601220,20695117,0
West Bengal,RAIGANJ,0,8,"Hammer, Sickle and Star",1,1,61.0,1,2,182035,1601220,9690051,619755
West Bengal,RAIGANJ,0,3,Hand,2,4,58.0,1,2,83662,1601220,15615375,0
Chhattisgarh,RAIGARH,1,1,Lotus,2,0,43.0,3,1,658335,1733805,7043539,0
Chhattisgarh,RAIGARH,0,3,Hand,1,1,42.0,3,2,592308,1733805,7254977,2080854
Chhattisgarh,RAIGARH,0,4,Elephant,1,0,58.0,3,4,26596,1733805,7697000,1475000
Chhattisgarh,RAIPUR,1,1,Lotus,1,0,57.0,1,4,837902,2111738,46068126,2482214
Chhattisgarh,RAIPUR,0,3,Hand,1,0,53.0,1,2,489664,2111738,64682454,7605574
Andhra Pradesh,RAJAHMUNDRY,1,13,Ceiling Fan,1,2,36.0,1,4,582024,1534256,458205360,17814757
Andhra Pradesh,RAJAHMUNDRY,0,14,Bicycle,2,0,45.0,1,4,460390,1534256,431848590,324874000
Andhra Pradesh,RAJAHMUNDRY,0,15,Glass Tumbler,1,0,55.0,1,2,155807,1534256,673924565,461954372
Andhra Pradesh,RAJAHMUNDRY,0,3,Hand,1,0,55.0,1,1,12725,1534256,562700,261693
Andhra Pradesh,RAJAMPET,1,13,Ceiling Fan,1,3,42.0,1,2,702211,1546938,665085701,205473477
Andhra Pradesh,RAJAMPET,0,14,Bicycle,2,0,68.0,1,1,433927,1546938,2204833211,593275186
Andhra Pradesh,RAJAMPET,0,15,Glass Tumbler,1,0,42.0,1,6,33986,1546938,600000,1200000
Andhra Pradesh,RAJAMPET,0,3,Hand,1,2,48.0,1,6,21150,1546938,27400500,5600000
Madhya Pradesh,RAJGARH,1,1,Lotus,1,0,58.0,1,4,823824,1694329,40198295,3921362
Madhya Pradesh,RAJGARH,0,3,Hand,2,0,50.0,1,4,392805,1694329,23174475,5353782
Gujarat,RAJKOT,1,1,Lotus,1,0,67.0,1,7,758645,1884339,68818120,16566856
Gujarat,RAJKOT,0,3,Hand,1,2,61.0,1,4,390238,1884339,97582897,82106333
Gujarat,RAJKOT,0,4,Elephant,1,4,48.0,2,1,15388,1884339,535000,0
Jharkhand,RAJMAHAL,1,62,Bow & Arrow,1,0,36.0,3,6,507830,1454436,12919555,2743560
Jharkhand,RAJMAHAL,0,1,Lotus,1,0,63.0,3,4,408635,1454436,56991946,17588570
Jharkhand,RAJMAHAL,0,8,"Hammer, Sickle and Star",1,0,56.0,3,4,35586,1454436,2402310,10000
Jharkhand,RAJMAHAL,0,10,Flowers and Grass,2,0,32.0,3,4,17427,1454436,4946922,950000
Jharkhand,RAJMAHAL,0,18,Bat,1,0,65.0,3,1,12130,1454436,872228,0
Chhattisgarh,RAJNANDGAON,1,1,Lotus,1,0,51.0,1,8,662387,1716459,24861970,1519820
Chhattisgarh,RAJNANDGAON,0,3,Hand,1,0,60.0,1,7,550421,1716459,12428558,657124
Chhattisgarh,RAJNANDGAON,0,4,Elephant,2,0,45.0,2,2,17145,1716459,3892830,23000
Rajasthan,RAJSAMAND,1,1,Lotus,2,0,48.0,1,5,863039,1912911,165984623,0
Rajasthan,RAJSAMAND,0,3,Hand,1,1,76.0,1,2,311123,1912911,251586733,18611248
Rajasthan,RAJSAMAND,0,4,Elephant,1,0,45.0,1,4,15955,1912911,7374000,8851
Rajasthan,RAJSAMAND,0,7,Coat,1,0,44.0,2,11,12887,1912911,300000,0
Tamil Nadu,RAMANATHAPURAM,1,98,Ladder,1,1,39.0,1,1,469943,1559740,364738171,47008615
Tamil Nadu,RAMANATHAPURAM,0,1,Lotus,1,1,59.0,1,2,342821,1559740,194674653,80459602
Tamil Nadu,RAMANATHAPURAM,0,18,Gift Pack,1,4,38.0,1,8,141806,1559740,49057656,6103249
Tamil Nadu,RAMANATHAPURAM,0,27,Ganna Kisan,2,0,37.0,1,4,46385,1559740,955530,350000
Tamil Nadu,RAMANATHAPURAM,0,28,Battery Torch,1,0,30.0,1,8,14925,1559740,2636018,0
Uttar Pradesh,RAMPUR,1,12,Bicycle,1,10,64.0,1,8,559177,1679506,46124814,0
Uttar Pradesh,RAMPUR,0,1,Lotus,2,0,57.0,1,1,449180,1679506,279273009,16204374
Uttar Pradesh,RAMPUR,0,3,Hand,1,0,56.0,1,8,35009,1679506,97199000,5525000
Maharashtra,RAMTEK,1,19,Bow and Arrow,1,0,53.0,2,4,597126,1922764,95603165,4228793
Maharashtra,RAMTEK,0,3,Hand,1,0,61.0,2,2,470343,1922764,76190424,259920
Maharashtra,RAMTEK,0,4,Elephant,1,0,29.0,2,6,44327,1922764,950000,0
Maharashtra,RAMTEK,0,6,Cup & Saucer,2,0,58.0,2,9,36340,1922764,8100000,0
West Bengal,RANAGHAT,1,1,Lotus,1,1,56.0,2,8,783253,1762252,17622476,0
West Bengal,RANAGHAT,0,10,Flowers and Grass,2,0,25.0,2,4,549825,1762252,7370951,1727897
West Bengal,RANAGHAT,0,8,"Hammer, Sickle and Star",2,1,56.0,2,2,97771,1762252,3211830,0
West Bengal,RANAGHAT,0,3,Hand,2,0,56.0,2,4,23297,1762252,3197168,777679
Jharkhand,RANCHI,1,1,Lotus,1,0,60.0,1,8,706510,1915959,14044267,100000
Jharkhand,RANCHI,0,3,Hand,1,1,67.0,1,4,423730,1915959,73566185,11873779
Jharkhand,RANCHI,0,18,Football,1,0,77.0,1,6,29539,1915959,45998584,0
Madhya Pradesh,RATLAM,1,1,Lotus,1,0,62.0,3,8,696103,1851112,42072262,4890940
Madhya Pradesh,RATLAM,0,3,Hand,1,1,68.0,3,2,605467,1851112,90679618,904000
